name,brand,manufacturer,category,sp,mrp,discount,productImageUrl
Savlon Antiseptic Disinfectant Liquid 500 ml,Savlon,ITC Limited,Health & Wellness,147.51,156.0,5,https://www.jiomart.com/images/product/150x150/491539275/savlon-antiseptic-disinfectant-liquid-500-ml-0-20201104.jpg
Nimwash Vegetable & Fruit Liquid Wash 450 ml,Nimwash,ITC Limited,Dishwash,104.0,130.0,20,https://www.jiomart.com/images/product/150x150/590034430/nimwash-vegetable-fruit-liquid-wash-450-ml-0-20200923.jpg
Nimwash Vegetable & Fruit Liquid Wash 500 ml,Nimwash,ITC Limited,Dishwash,79.0,99.0,20,https://www.jiomart.com/images/product/150x150/590034429/nimwash-vegetable-fruit-liquid-wash-500-ml-0-20200923.jpg
Savlon Germ Protection Wipes (Pack Of 10),Savlon,ITC Limited,Health & Wellness,36.0,45.0,20,https://www.jiomart.com/images/product/150x150/590033604/savlon-germ-protection-wipes-pack-of-10-0-20200825.jpg
Savlon Antiseptic Disinfectant Liquid 100 ml,Savlon,ITC Limited,Health & Wellness,38.0,44.0,13,https://www.jiomart.com/images/product/150x150/490575430/savlon-antiseptic-disinfectant-liquid-100-ml-0-20200720.jpg
Engage Spell Bodylicious Deo Spray for Woman 150 ml,Engage,ITC Limited,Deo & Fragrances,175.0,195.0,10,https://www.jiomart.com/images/product/150x150/491055506/engage-woman-spell-deo-spray-150-ml-0-20201222.jpg
Engage Man Mate Bodylicious Deo Spray 150 ml,Engage,ITC Limited,Deo & Fragrances,179.0,199.0,10,https://www.jiomart.com/images/product/150x150/491055503/engage-man-mate-deo-spray-165-ml-0-20201222.jpg
Engage Man Urge Bodylicious Deo Spray 150 ml,Engage,ITC Limited,Deo & Fragrances,179.0,199.0,10,https://www.jiomart.com/images/product/150x150/491055504/engage-man-urge-deo-spray-150-ml-0-20201222.jpg
Engage Drizzle Deo Spray for Women 150 ml,Engage,ITC Limited,Deo & Fragrances,179.0,199.0,10,https://www.jiomart.com/images/product/150x150/491089764/engage-drizzle-deo-spray-for-women-150-ml-0-20201015.jpg
Engage Tease Deo Spray for Women 150 ml,Engage,ITC Limited,Deo & Fragrances,179.0,199.0,10,https://www.jiomart.com/images/product/150x150/491055507/engage-tease-deo-for-women-150-ml-0-20201023.jpg
Engage Man Rush Deo Spray 165 ml,Engage,ITC Limited,Deo & Fragrances,179.0,199.0,10,https://www.jiomart.com/images/product/150x150/491055502/engage-man-rush-deo-spray-165-ml-0-20201022.jpg
Fiama Peach & Avocado Gel Bar 125 g (Pack of 3),Fiama,ITC Limited,Bath & Hand Wash,125.0,150.0,16,https://www.jiomart.com/images/product/150x150/490804637/fiama-peach-avocado-gel-bar-125-g-pack-of-3-0-20210112.jpg
Engage Tickle Bodylicious Deo Spray 165 ml,Engage,ITC Limited,Deo & Fragrances,149.5,299.0,50,https://www.jiomart.com/images/product/150x150/491555193/engage-man-tickle-deodorant-spray-220-ml-0-20201222.jpg
Engage Nudge Bodylicious Deo Spray 165 ml,Engage,ITC Limited,Deo & Fragrances,149.5,299.0,50,https://www.jiomart.com/images/product/150x150/491555192/engage-man-nudge-deodorant-spray-220-ml-0-20201222.jpg
Engage W2 Perfume Spray for Women 120 ml,Engage,ITC Limited,Deo & Fragrances,198.56,210.0,5,https://www.jiomart.com/images/product/150x150/491252933/engage-w2-perfume-spray-for-women-120-ml-0-20201022.jpg
Fiama Seaweed & Lemongrass Gel Bar 125 g (Pack of 3),Fiama,ITC Limited,Bath & Hand Wash,170.23,180.0,5,https://www.jiomart.com/images/product/150x150/490804636/fiama-seaweed-lemongrass-gel-bar-125-g-pack-of-3-0-20210127.jpg
Engage M4 Perfume Spray for Men 120 ml,Engage,ITC Limited,Deo & Fragrances,198.37,210.0,5,https://www.jiomart.com/images/product/150x150/491252869/engage-m4-perfume-spray-for-men-120-ml-0-20200718.jpg
Engage Mate Bodylicious Deo Spray for Man 220 ml (Buy 1 Get 1),Engage,ITC Limited,Deo & Fragrances,299.0,299.0,0,https://www.jiomart.com/images/product/150x150/491502811/engage-mate-bodylicious-deo-spray-for-man-220-ml-buy-1-get-1-0-20201110.jpg
Engage W1 Perfume Spray for Women 120 ml,Engage,ITC Limited,Deo & Fragrances,195.3,210.0,7,https://www.jiomart.com/images/product/150x150/491252932/engage-w1-perfume-spray-for-women-120-ml-0-20200718.jpg
Engage M4 Perfume Spray for Men 120 ml,Engage,ITC Limited,Deo & Fragrances,195.3,210.0,7,https://www.jiomart.com/images/product/150x150/590032387/engage-m4-perfume-spray-for-men-120-ml-0-20200809.jpg
Savlon Herbal Sensitive Handwash Refill 175 ml,Savlon,ITC Limited,Bath & Hand Wash,34.04,36.0,5,https://www.jiomart.com/images/product/150x150/590032540/savlon-herbal-sensitive-handwash-refill-175-ml-0-20201017.jpg
Engage ON Cool Aqua Pocket Perfume for Women 18 ml,Engage,ITC Limited,Deo & Fragrances,55.8,60.0,7,https://www.jiomart.com/images/product/150x150/491336929/engage-on-cool-aqua-pocket-perfume-for-women-18-ml-0-20201030.jpg
Engage On Classic Woody Pocket Perfume for Men 18.4 ml,Engage,ITC Limited,Deo & Fragrances,55.8,60.0,7,https://www.jiomart.com/images/product/150x150/491336927/engage-on-classic-woody-pocket-perfume-for-men-18-4-ml-0-20210112.jpg
Engage Urge Bodylicious Deo Spray for Man 220 ml (Buy 1 Get 1),Engage,ITC Limited,Deo & Fragrances,299.0,299.0,0,https://www.jiomart.com/images/product/150x150/491502810/engage-urge-bodylicious-deo-spray-for-man-220-ml-buy-1-get-1-0-20201110.jpg
Engage Yin EDP Perfume for Man 90 ml,Engage,ITC Limited,Deo & Fragrances,464.07,499.0,7,https://www.jiomart.com/images/product/150x150/491392427/engage-yin-edp-perfume-for-man-90-ml-0-20200718.jpg
Bingo Peri Peri Mad Angles 130 g,Bingo,ITC Limited,Snacks & Namkeen,45.79,50.0,8,https://www.jiomart.com/images/product/150x150/491551830/bingo-peri-peri-mad-angles-130-g-0-20200706.jpg
Engage Woman Yang EDP Perfume 90 ml,Engage,ITC Limited,Deo & Fragrances,464.07,499.0,7,https://www.jiomart.com/images/product/150x150/491392428/engage-woman-yang-edp-perfume-90-ml-0-20200718.jpg
Savlon Bathing Bar with Glycerin 75 g (Buy 3 Get 1 Free),Savlon,ITC Limited,Bath & Hand Wash,86.49,93.0,7,https://www.jiomart.com/images/product/150x150/491252941/savlon-bathing-bar-with-glycerin-75-g-pack-of-4-0-20200718.jpg
Aashirvaad Iodised Salt 1 kg,Aashirvaad,ITC Limited,"Salt, Sugar & Jaggery",18.0,21.0,14,https://www.jiomart.com/images/product/150x150/490000070/aashirvaad-iodised-salt-1-kg-0-20201117.jpg
Fiama Men Refreshing Pulse Gel Bar 125 g,Fiama,ITC Limited,Bath & Hand Wash,60.45,65.0,7,https://www.jiomart.com/images/product/150x150/491213891/fiama-men-refreshing-pulse-gel-bar-125-g-0-20201208.jpg
Sunfeast Yippee Magic Masala Instant Noodles 240 g,Sunfeast,ITC Limited,"Noodle, Pasta, Vermicelli",43.1,46.0,6,https://www.jiomart.com/images/product/150x150/490818985/sunfeast-yippee-magic-masala-instant-noodles-240-g-0-20201130.jpg
Sunfeast Yippee Magic Masala Instant Noodles 60 g,Sunfeast,ITC Limited,"Noodle, Pasta, Vermicelli",10.11,10.69,5,https://www.jiomart.com/images/product/150x150/490767634/sunfeast-yippee-magic-masala-instant-noodles-60-g-0-20201130.jpg
Vivel Mint + Cucumber Body Wash 100 ml (With Loofah),Vivel,ITC Limited,Body Wash & Bathing Accessories,46.5,50.0,7,https://www.jiomart.com/images/product/150x150/590083974/vivel-mint-cucumber-body-wash-100-ml-with-loofah-0-20210112.jpg
Fiama Peach & Avocado Shower Gel 250 ml,Fiama,ITC Limited,Body Wash & Bathing Accessories,179.0,199.0,10,https://www.jiomart.com/images/product/150x150/490360971/fiama-peach-avocado-shower-gel-250-ml-0-20201217.jpg
Fiama Lemongrass & Jojoba Shower Gel 250 ml,Fiama,ITC Limited,Body Wash & Bathing Accessories,179.0,199.0,10,https://www.jiomart.com/images/product/150x150/490360972/fiama-lemongrass-jojoba-shower-gel-250-ml-0-20210105.jpg
Mangaldeep Mogra Puja Agarbattis 120 pcs,Mangaldeep,ITC Limited,Pooja Needs,32.5,65.0,50,https://www.jiomart.com/images/product/150x150/491584193/mangaldeep-mogra-puja-agarbattis-120-pcs-0-20200820.jpg
Mangaldeep 4 in 1 Ziplock Agarbatti 120 pcs,Mangaldeep,ITC Limited,Pooja Needs,32.5,65.0,50,https://www.jiomart.com/images/product/150x150/491584192/mangaldeep-4-in-1-puja-agarbatti-120-pcs-0-20200722.jpg
Mangaldeep Ziplock Rose Puja Agarbatti 120 pcs,Mangaldeep,ITC Limited,Pooja Needs,32.5,65.0,50,https://www.jiomart.com/images/product/150x150/491584194/mangaldeep-ziplock-rose-puja-agarbatti-120-pcs-0-20201102.jpg
Sunfeast Mom's Magic Cashew & Almond Cookies 200 g,Sunfeast,ITC Limited,Biscuits & Cookies,29.41,35.0,15,https://www.jiomart.com/images/product/150x150/491179438/sunfeast-mom-s-magic-cashew-almond-cookies-200-g-0-20210118.jpg
Mangaldeep Zip Lock Sandal Agarbatti 120 pcs,Mangaldeep,ITC Limited,Pooja Needs,35.0,70.0,50,https://www.jiomart.com/images/product/150x150/491598799/mangaldeep-sandal-agarbatti-120-pcs-0-20200722.jpg
Sunfeast Yippee Magic Masala Instant Noodles 360 g,Sunfeast,ITC Limited,"Noodle, Pasta, Vermicelli",48.02,68.0,28,https://www.jiomart.com/images/product/150x150/491337398/sunfeast-yippee-magic-masala-instant-noodles-360-g-0-20210114.jpg
Sunfeast Bourbon Bliss Chocolate Cream Biscuits 150 g (Pack of 4),Sunfeast,ITC Limited,Biscuits & Cookies,90.0,90.0,0,https://www.jiomart.com/images/product/150x150/491186779/sunfeast-bourbon-bliss-chocolate-cream-biscuits-150-g-pack-of-4-0-20201119.jpg
B Natural Apple Juice 1 L,B Natural,ITC Limited,Fruit juices,79.0,110.0,28,https://www.jiomart.com/images/product/150x150/490249972/b-natural-apple-juice-1-l-0-20201126.jpg
B Natural Guava Gush Juice 1 L,B Natural,ITC Limited,Fruit juices,74.07,110.0,32,https://www.jiomart.com/images/product/150x150/490249967/b-natural-guava-gush-juice-1-l-0-20201126.jpg
B Natural Litchi Juice 1 L,B Natural,ITC Limited,Fruit juices,79.0,110.0,28,https://www.jiomart.com/images/product/150x150/490001978/b-natural-litchi-juice-1-l-0-20210115.jpg
B Natural Mixed Fruit Juice 1 L,B Natural,ITC Limited,Fruit juices,89.33,110.0,18,https://www.jiomart.com/images/product/150x150/490249971/b-natural-mixed-fruit-juice-1-l-0-20201126.jpg
Mangaldeep Sandalwood Agarbatti 80 pcs,Mangaldeep,ITC Limited,Pooja Needs,45.0,50.0,10,https://www.jiomart.com/images/product/150x150/490005843/mangaldeep-sandal-agarbatti-80-pcs-0-20210109.jpg
Sunfeast Dark Fantasy Bourbon Biscuits 150 g,Sunfeast,ITC Limited,Biscuits & Cookies,20.0,30.0,33,https://www.jiomart.com/images/product/150x150/491551974/sunfeast-dark-fantasy-bourbon-biscuits-150-g-0-20201125.jpg
Classmate Single Line Long Notebook (140 Pages),Classmate,ITC Limited,Stationery,46.75,55.0,15,https://www.jiomart.com/images/product/150x150/490062675/classmate-single-line-soft-long-notebook-160-pgs-0-20200821.jpg
Candyman Choco Double Eclairs 400 g,Candyman,ITC Limited,Chocolates & Candies,103.23,110.0,6,https://www.jiomart.com/images/product/150x150/490941509/candyman-choco-double-eclairs-400-g-0-20200916.jpg
Mangaldeep Bouquet Agarbatti 80 pcs,Mangaldeep,ITC Limited,Pooja Needs,45.0,50.0,10,https://www.jiomart.com/images/product/150x150/490005844/mangaldeep-bouquet-agarbatti-90-pcs-0-20200722.jpg
Aashirvaad Sugar Release Control Atta 5 kg,Aashirvaad,ITC Limited,"Salt, Sugar & Jaggery",285.77,316.92,9,https://www.jiomart.com/images/product/150x150/491278939/aashirvaad-sugar-release-control-atta-5-kg-0-20200911.jpg
Sunfeast Yippee Creamy Corn Tricolor Instant Pasta 70 g (Get +21 g Extra),Sunfeast,ITC Limited,"Noodle, Pasta, Vermicelli",18.75,25.0,25,https://www.jiomart.com/images/product/150x150/491107271/sunfeast-yippee-creamy-corn-tricolor-instant-pasta-70-g-get-21-g-extra-0-20210114.jpg
Aashirvaad Instant Gulab Jamun Mix 175 g,Aashirvaad,ITC Limited,Ready To Cook & Eat,65.0,130.0,50,https://www.jiomart.com/images/product/150x150/490024102/aashirvaad-instant-gulab-jamun-mix-175-g-0-20201029.jpg
Classmate Octane Gel Pen (Pack of 5),Classmate,ITC Limited,Stationery,45.0,50.0,10,https://www.jiomart.com/images/product/150x150/491238741/classmate-octane-blue-gel-pen-pack-of-5-0-20200821.jpg
Bingo Yumitos Chilli Sprinkled Chips 35 g (Pouch),Bingo,ITC Limited,Snacks & Namkeen,9.43,10.0,5,https://www.jiomart.com/images/product/150x150/491184311/bingo-yumitos-chilli-sprinkled-chips-35-g-pouch-0-20200718.jpg
Sunfeast Dark Fantasy Luxuria Choco Fills Cookies 150 g,Sunfeast,ITC Limited,Biscuits & Cookies,56.49,60.0,5,https://www.jiomart.com/images/product/150x150/491071432/sunfeast-dark-fantasy-luxuria-choco-fills-cookies-150-g-0-20200707.jpg
Sunfeast Mom's Magic Rich Butter Cookies 200 g,Sunfeast,ITC Limited,Biscuits & Cookies,24.4,30.0,18,https://www.jiomart.com/images/product/150x150/491179441/sunfeast-mom-s-magic-rich-butter-cookies-200-g-0-20200731.jpg
Mangaldeep 3 in 1 Treya Agarbatti 84 pcs,Mangaldeep,ITC Limited,Pooja Needs,45.0,50.0,10,https://www.jiomart.com/images/product/150x150/491379397/mangaldeep-3-in-1-treya-agarbatti-84-pcs-0-20200722.jpg
Sunfeast Mom's Magic Cashew & Almond Cookies 50 g (Get +10 g Extra),Sunfeast,ITC Limited,Biscuits & Cookies,9.44,10.0,5,https://www.jiomart.com/images/product/150x150/491179436/sunfeast-mom-s-magic-cashew-almond-cookies-50-g-0-20200725.jpg
Mangaldeep Marigold Agarbatti 80 pcs,Mangaldeep,ITC Limited,Pooja Needs,45.0,50.0,10,https://www.jiomart.com/images/product/150x150/491693858/mangaldeep-marigold-agarbatti-50-pcs-0-20201110.jpg
Classmate Single Line Soft Notebook (172 pgs),Classmate,ITC Limited,Stationery,40.8,48.0,15,https://www.jiomart.com/images/product/150x150/490062684/classmate-single-line-soft-notebook-172-pgs-0-20200818.jpg
Mangaldeep Lavender Agarbatti 84 pcs,Mangaldeep,ITC Limited,Pooja Needs,45.0,50.0,10,https://www.jiomart.com/images/product/150x150/491379398/mangaldeep-lavender-agarbatti-84-pcs-0-20200722.jpg
Savlon Antiseptic Disinfectant Liquid 200 ml,Savlon,ITC Limited,Health & Wellness,65.0,77.0,15,https://www.jiomart.com/images/product/150x150/491348453/savlon-antiseptic-disinfectant-liquid-200-ml-0-20201104.jpg
B Natural Guava Juice 200 ml,B Natural,ITC Limited,Fruit juices,18.85,20.0,5,https://www.jiomart.com/images/product/150x150/490568738/b-natural-guava-juice-200-ml-0-20200731.jpg
Sunfeast Mom's Magic Rich Butter Cookies 150 g,Sunfeast,ITC Limited,Biscuits & Cookies,18.89,20.0,5,https://www.jiomart.com/images/product/150x150/491179440/sunfeast-mom-s-magic-rich-butter-cookies-150-g-0-20201016.jpg
B Natural Mixed Fruit Juice 200 ml,B Natural,ITC Limited,Fruit juices,18.86,20.0,5,https://www.jiomart.com/images/product/150x150/490568740/b-natural-mixed-fruit-juice-200-ml-0-20200731.jpg
Classmate Single Line Soft Long Notebook (172 pgs),Classmate,ITC Limited,Stationery,40.8,48.0,15,https://www.jiomart.com/images/product/150x150/490062731/classmate-single-line-soft-long-notebook-1-pc-180-pgs-0-20200722.jpg
B Natural Litchi Fruit Juice 200 ml,B Natural,ITC Limited,Fruit juices,18.73,20.0,6,https://www.jiomart.com/images/product/150x150/491227969/b-natural-litchi-fruit-juice-200-ml-0-20200731.jpg
Bingo Tomato Madness Mad Angles 40 g,Bingo,ITC Limited,Snacks & Namkeen,9.36,10.0,6,https://www.jiomart.com/images/product/150x150/490053816/bingo-tomato-madness-mad-angles-45-g-0-20200725.jpg
Engage Man XX3 Cologne Spray 135 ml,Engage,ITC Limited,Deo & Fragrances,125.0,250.0,50,https://www.jiomart.com/images/product/150x150/491179957/engage-man-xx3-cologne-spray-135-ml-0-20201022.jpg
Savlon Hexa Hand Sanitizer Refill 500 ml,Savlon,ITC Limited,Bath & Hand Wash,232.5,250.0,7,https://www.jiomart.com/images/product/150x150/491693934/savlon-hexapro-hand-sanitizer-refill-500-ml-0-20200805.jpg
Engage M2 Perfume Spray for Men 120 ml,Engage,ITC Limited,Deo & Fragrances,195.3,210.0,7,https://www.jiomart.com/images/product/150x150/491252870/engage-m2-perfume-spray-for-men-120-ml-0-20201208.jpg
Sunfeast Yippee Mood Masala Instant Noodles 260 g,Sunfeast,ITC Limited,"Noodle, Pasta, Vermicelli",54.82,58.0,5,https://www.jiomart.com/images/product/150x150/491337397/sunfeast-yippee-mood-masala-instant-noodles-260-g-0-20201112.jpg
Sunfeast Pasta Treat Instant Masala Pasta 70 g,Sunfeast,ITC Limited,"Noodle, Pasta, Vermicelli",23.63,25.0,5,https://www.jiomart.com/images/product/150x150/490003831/sunfeast-pasta-treat-instant-masala-pasta-70-g-0-20210114.jpg
Sunfeast Dark Fantasy Vanilla Fill Cream Biscuits 100 g,Sunfeast,ITC Limited,Biscuits & Cookies,25.88,27.5,6,https://www.jiomart.com/images/product/150x150/490335858/sunfeast-dark-fantasy-vanilla-fill-cream-biscuits-100-g-0-20200731.jpg
Engage M3 Perfume Spray for Men 120 ml,Engage,ITC Limited,Deo & Fragrances,195.3,210.0,7,https://www.jiomart.com/images/product/150x150/491299317/engage-m3-perfume-spray-for-men-120-ml-0-20201022.jpg
Bingo Mmmmm Masala Mad Angles 40 g,Bingo,ITC Limited,Snacks & Namkeen,9.38,10.0,6,https://www.jiomart.com/images/product/150x150/590033233/bingo-mmmmm-masala-mad-angles-40-g-0-20200821.jpg
Mangaldeep Sandal Dhoop 20 sticks,Mangaldeep,ITC Limited,Pooja Needs,10.5,15.0,30,https://www.jiomart.com/images/product/150x150/491184789/mangaldeep-sandal-dhoop-20-sticks-0-20200722.jpg
Sunfeast Glucose Biscuits 120 g,Sunfeast,ITC Limited,Biscuits & Cookies,9.4,10.0,6,https://www.jiomart.com/images/product/150x150/490675865/sunfeast-glucose-biscuits-120-g-0-20201112.jpg
Sunbean Beaten Coffee 125 g (Jar),Sunbean,ITC Limited,Coffee,121.55,130.0,6,https://www.jiomart.com/images/product/150x150/590034074/sunbean-beaten-coffee-125-g-jar-0-20200828.jpg
Sunfeast Bounce Choco Creme Biscuits 34 g (Get +7 g Extra),Sunfeast,ITC Limited,Biscuits & Cookies,4.65,5.0,7,https://www.jiomart.com/images/product/150x150/490675869/sunfeast-bounce-choco-creme-biscuits-34-g-get-7-g-extra-0-20210115.jpg
Sunfeast Bounce Choco Creme Biscuits 82 g,Sunfeast,ITC Limited,Biscuits & Cookies,9.4,10.0,6,https://www.jiomart.com/images/product/150x150/490211856/sunfeast-bounce-choco-creme-biscuits-82-g-0-20210118.jpg
Bingo Achaari Masti Mad Angles 40 g,Bingo,ITC Limited,Snacks & Namkeen,9.35,10.0,6,https://www.jiomart.com/images/product/150x150/590033234/bingo-achaari-masti-mad-angles-40-g-0-20200821.jpg
Vivel Aloe Vera Satin Soft Skin Soap 100 g,Vivel,ITC Limited,Bath & Hand Wash,26.97,29.0,7,https://www.jiomart.com/images/product/150x150/490395459/vivel-aloe-vera-satin-soft-skin-soap-100-g-0-20201119.jpg
Kitchens of India Ready To Eat Dal Makhani 285 g,Kitchens Of India,ITC Limited,Ready To Cook & Eat,93.29,100.0,6,https://www.jiomart.com/images/product/150x150/490004985/kitchens-of-india-ready-to-eat-dal-makhani-285-g-0-20210129.jpg
Aashirvaad Ready to Eat Mutter Paneer 285 g,Aashirvaad,ITC Limited,Ready To Cook & Eat,112.56,120.0,6,https://www.jiomart.com/images/product/150x150/490003823/aashirwad-mutter-paneer-285-gm-cbd-0-20200523.jpg
Aashirvaad Ready Meals Palak Paneer 285 g,Aashirvaad,ITC Limited,Ready To Cook & Eat,112.56,120.0,6,https://www.jiomart.com/images/product/150x150/490003821/aashirvaad-ready-meals-palak-paneer-285-g-0-20210129.jpg
Sunfeast Dark Fantasy Bourbon Biscuits 60 g,Sunfeast,ITC Limited,Biscuits & Cookies,12.09,13.0,7,https://www.jiomart.com/images/product/150x150/590033240/sunfeast-dark-fantasy-bourbon-biscuits-60-g-0-20200821.jpg
Bingo Tedhe Medhe Masala Tadka Munchies 50 g,Bingo,ITC Limited,Snacks & Namkeen,9.3,10.0,7,https://www.jiomart.com/images/product/150x150/590033235/bingo-tedhe-medhe-masala-tadka-munchies-50-g-0-20200821.jpg
Kitchens of India Ready To Eat Dal Bukhara 285 g,Kitchens Of India,ITC Limited,Ready To Cook & Eat,103.24,110.0,6,https://www.jiomart.com/images/product/150x150/490005710/kitchens-of-india-ready-to-eat-dal-bukhara-285-g-0-20210129.jpg
Classmate Stripes 1 Subject Single Line Spiral Notebook (180 pgs),Classmate,ITC Limited,Stationery,90.0,100.0,10,https://www.jiomart.com/images/product/150x150/491053887/classmate-stripes-single-line-one-subject-spiral-notebook-180-pgs-0-20200805.jpg
Mangaldeep Silver Temple Of Fragrance Agarbatti 20 pcs,mangaldep,ITC Limited,Pooja Needs,18.0,20.0,10,https://www.jiomart.com/images/product/150x150/490958697/mangaldep-fragrance-of-temple-silver-18-sticks-0-20200729.jpg
Classmate Octane Blue Gel Pen 1 pc,Classmate,ITC Limited,Stationery,126.0,140.0,10,https://www.jiomart.com/images/product/150x150/590032808/classmate-octane-blue-gel-pen-1-pc-0-20201013.jpg
Kitchens of India Ready To Eat Pav Bhaji 285 g,Kitchens Of India,ITC Limited,Ready To Cook & Eat,93.0,100.0,7,https://www.jiomart.com/images/product/150x150/490003825/aashirvaad-ready-to-eat-pav-bhaji-285-g-0-20200806.jpg
Fabelle Choco Deck Fruit & Nut Chocolate 128 g,Fabelle,ITC Limited,Chocolates & Candies,148.8,160.0,7,https://www.jiomart.com/images/product/150x150/590033923/fabelle-choco-deck-fruit-nut-chocolate-128-g-0-20201015.jpg
Kitchens Of India Ready To Eat Paneer Darbari 285 g,Kitchens Of India,ITC Limited,Ready To Cook & Eat,158.1,170.0,7,https://www.jiomart.com/images/product/150x150/490005709/kitchens-of-india-ready-to-eat-paneer-darbari-285-g-0-20201126.jpg
Fiama Di Wills Men Refreshing Sea Minerals Pulse Shower Gel 250 ml,Fiama,ITC Limited,Body Wash & Bathing Accessories,179.0,199.0,10,https://www.jiomart.com/images/product/150x150/590127045/fiama-di-wills-men-refreshing-sea-minerals-pulse-shower-gel-250-ml-0-20210128.jpg
Fabelle Choco Deck Fruit & Nut Chocolate 58 g,Fabelle,ITC Limited,Chocolates & Candies,65.1,70.0,7,https://www.jiomart.com/images/product/150x150/590126956/fabelle-choco-deck-fruit-nut-chocolate-58-g-0-20210127.jpg
Fiama Relax Hand Wash 400 ml,Fiama,ITC Limited,Bath & Hand Wash,139.5,150.0,7,https://www.jiomart.com/images/product/150x150/590124684/fiama-relax-hand-wash-400-ml-0-20210111.jpg
Fiama Happy Handwash 400 ml,Fiama,ITC Limited,Bath & Hand Wash,139.5,150.0,7,https://www.jiomart.com/images/product/150x150/590124682/fiama-happy-handwash-400-ml-0-20210111.jpg
Fiama Di Wills Patchouli & Macadamia Soap 125 g (Pack of 3),Fiama,ITC Limited,Bath & Hand Wash,142.0,186.0,23,https://www.jiomart.com/images/product/150x150/590124502/fiama-di-wills-patchouli-macadamia-soap-125-g-pack-of-3-0-20210108.jpg
Bingo Mad Angles Chilli Dhamaka 18 g,Bingo,ITC Limited,Snacks & Namkeen,4.65,5.0,7,https://www.jiomart.com/images/product/150x150/590123948/bingo-mad-angles-chilli-dhamaka-18-g-0-20210120.jpg
Sunfeast Dark Fantasy Choco Fills 300 g,Sunfeast,ITC Limited,Biscuits & Cookies,83.7,90.0,7,https://www.jiomart.com/images/product/150x150/590122213/sunfeast-dark-fantasy-choco-fills-300-g-0-20201224.jpg
Sunbean Beaten Coffee 250 g,Sunbean,ITC Limited,Coffee,235.0,250.0,6,https://www.jiomart.com/images/product/150x150/590122165/sunbean-beaten-coffee-250-g-0-20210112.jpg
Fabelle Choco Deck Milk Chocolate 130 g,Fabelle,ITC Limited,Chocolates & Candies,148.8,160.0,7,https://www.jiomart.com/images/product/150x150/590122137/fabelle-choco-deck-milk-chocolate-130-g-0-20210201.jpg
Fabelle Soft Centre Choco Mousse 128 g,Fabelle,ITC Limited,Chocolates & Candies,158.1,170.0,7,https://www.jiomart.com/images/product/150x150/590122136/fabelle-soft-centre-choco-mousse-128-g-0-20201223.jpg
Vivel Lavender + Almond Oil Body Wash 100 ml,Vivel,ITC Limited,Body Wash & Bathing Accessories,46.5,50.0,7,https://www.jiomart.com/images/product/150x150/590116251/vivel-lavender-almond-oil-body-wash-100-ml-0-20201214.jpg
Nimwash Vegetable & Fruit Liquid Wash 150 ml,Nimwash,ITC Limited,Dishwash,28.35,30.0,5,https://www.jiomart.com/images/product/150x150/590116234/nimwash-vegetable-fruit-liquid-wash-150-ml-0-20201215.jpg
ITC Master Chef Classic Aloo Tikki 320 g,ITC Master Chef,ITC Limited,Frozen Veggies & Snacks,72.25,85.0,15,https://www.jiomart.com/images/product/150x150/590113796/itc-master-chef-classic-aloo-tikki-320-g-0-20201204.jpg
ITC Master Chef Cheesy Corn Triangles 320 g,ITC Master Chef,ITC Limited,Frozen Veggies & Snacks,136.0,160.0,15,https://www.jiomart.com/images/product/150x150/590113795/itc-master-chef-cheesy-corn-triangles-320-g-0-20201204.jpg
Bingo Tomato Mischief Mad Angles 18 g,Bingo,ITC Limited,Snacks & Namkeen,4.65,5.0,7,https://www.jiomart.com/images/product/150x150/590112906/bingo-tomato-mischief-mad-angles-18-g-0-20201202.jpg
B Natural Nagpuri Orange Juice 750 ml,B Natural,ITC Limited,Fruit juices,102.3,110.0,7,https://www.jiomart.com/images/product/150x150/590110163/b-natural-nagpuri-orange-juice-750-ml-0-20201130.jpg
B Natural Orange Plus Juice 1 L,B Natural,ITC Limited,Fruit juices,65.0,130.0,50,https://www.jiomart.com/images/product/150x150/590110162/b-natural-orange-plus-juice-1-l-0-20201130.jpg
B Natural Mixed Fruit Plus Juice 1 L,B Natural,ITC Limited,Fruit juices,65.0,130.0,50,https://www.jiomart.com/images/product/150x150/590110161/b-natural-mixed-fruit-plus-juice-1-l-0-20201130.jpg
B Natural Orange Juice 1 L,B Natural,ITC Limited,Fruit juices,99.0,110.0,10,https://www.jiomart.com/images/product/150x150/590108362/b-natural-orange-oomph-juice-1-l-0-20201128.jpg
Savlon Hexa Advanced Soap 125 g (Buy 4 Get 1 Free),Savlon,ITC Limited,Bath & Hand Wash,193.44,208.0,7,https://www.jiomart.com/images/product/150x150/590087297/savlon-hexa-advanced-soap-125-g-buy-4-get-1-free-0-20201123.jpg
Savlon Hexa Advanced Soap 75 g (Buy 3 Get 1 Free),Savlon,ITC Limited,Bath & Hand Wash,94.86,102.0,7,https://www.jiomart.com/images/product/150x150/590087296/savlon-hexa-advanced-soap-75-g-buy-3-get-1-free-0-20201123.jpg
Savlon Glycerin Soap 125 g (Buy 3 Get 1 Free),Savlon,ITC Limited,Bath & Hand Wash,133.92,144.0,7,https://www.jiomart.com/images/product/150x150/590087295/savlon-glycerin-soap-125-g-buy-3-get-1-free-0-20201123.jpg
